code_mission_et_indicateur;Type de secteur;Budget;Code Mission;Mission;Code Programme;Programme;Code Objectif;Libellé Objectif;Ref programme pour objectif mission ou mention 'Objectif mission' pour objectif programme;Code Indicateur;Libellé Indicateur;Ref programme pour indicateur mission ou mention 'Indicateur mission' pour indicateur programme;Facteur de performance;Code Sous Indicateur;Libellé Sous Indicateur;Cotation Budget Vert / Egalité HF;Unité;Exec 2022;Exec 2023;2024 Cible;Exec 2024;Atteinte de la cible 2024;2025 Cible
RA-P192-1-1;Programme;BG;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;P192-1;Optimiser la valorisation de la recherche et développer l'efficience des formations des écoles du programme;;P192-1-1;Part du montant des contrats de recherche et des partenariats rapporté à l'ensemble des ressources consacrées à la recherche;;Contribuable;7991.0;Part du montant des contrats de recherche et des partenariats rapporté à l’ensemble des ressources consacrées à la recherche;;%;39,4;42;40;Non connu;donnée non renseignée;40
RA-P192-1-2;Programme;BG;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;P192-1;Optimiser la valorisation de la recherche et développer l'efficience des formations des écoles du programme;;P192-1-2;Bibliométrie des écoles;;Citoyen;11411.0;"Nombre moyen de publications scientifiques de rang ""A"" rapporté au nombre de chercheurs (ETP)";;Nb;4,0;4,2;4,0;Non connu;donnée non renseignée;4,0
RA-P192-1-3;Programme;BG;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;P192-1;Optimiser la valorisation de la recherche et développer l'efficience des formations des écoles du programme;;P192-1-3;Nombre d'élèves en formation d'ingénieurs au GENES et au GMT;;Usager;31293.0;Féminisation des promotions d’ingénieurs au GENES;Budget intégrant l'égalité Femmes-Hommes;%;30,5;Non déterminé;28,9;27,2;absence amélioration;28,9
RA-P192-1-3;Programme;BG;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;P192-1;Optimiser la valorisation de la recherche et développer l'efficience des formations des écoles du programme;;P192-1-3;Nombre d'élèves en formation d'ingénieurs au GENES et au GMT;;Usager;31294.0;Féminisation des promotions d’ingénieurs au GMT;Budget intégrant l'égalité Femmes-Hommes;%;Non déterminé;23,5;Non déterminé;23,4;donnée non renseignée;Non déterminé
RA-P192-1-3;Programme;BG;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;P192-1;Optimiser la valorisation de la recherche et développer l'efficience des formations des écoles du programme;;P192-1-3;Nombre d'élèves en formation d'ingénieurs au GENES et au GMT;;Usager;31291.0;GENES;;Nb;1101;1218;1283;1279;amélioration;1283
RA-P192-1-3;Programme;BG;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;P192-1;Optimiser la valorisation de la recherche et développer l'efficience des formations des écoles du programme;;P192-1-3;Nombre d'élèves en formation d'ingénieurs au GENES et au GMT;;Usager;31292.0;GMT;;Nb;9974;10715;11759;11293;amélioration;11759
RA-P192-1-4;Programme;BG;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;P192-1;Optimiser la valorisation de la recherche et développer l'efficience des formations des écoles du programme;;P192-1-4;Coût unitaire de formation par étudiant;;Contribuable;18001.0;Coût unitaire de formation par étudiant;;indice;87;87,1;84;Non connu;donnée non renseignée;84
RA-P192-1-5;Programme;BG;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;P192-1;Optimiser la valorisation de la recherche et développer l'efficience des formations des écoles du programme;;P192-1-5;Taux d'insertion des diplômés dans les 6 mois suivant l'obtention du diplôme;;Citoyen;18431.0;Taux d'insertion des diplômés dans les 6 mois suivant l'obtention du diplôme;;%;94,6;95;95;92,3;absence amélioration;95
RA-P192-2-1;Programme;BG;RA;Recherche et enseignement supérieur;192;Recherche et enseignement supérieur en matière économique et industrielle;P192-2;Favoriser l'innovation par les entreprises;;P192-2-1;Impact des exonérations sociales octroyées aux JEI sur leur développement : écart entre la dynamique d’emploi des JEI sur les 4 premières années d’existence et celle d’entreprises similaires;;Contribuable;30284.0;Écart entre la dynamique d’emploi des JEI sur les 4 premières années d’existence et celle d’entreprises similaires;;%;93;Non connu;+ 60%;Non connu;donnée non renseignée;+ 60%
RA-P193-1-1;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-1;Intensifier le rayonnement international et parfaire l'intégration européenne de la recherche spatiale française;;P193-1-1;Production scientifique des opérateurs du programme;;Citoyen;643.0;Part française des publications de référence internationale liées à la recherche spatiale dans la production de l'Union européenne (UE 28);;%;14,2 (valeur estimée);13,4;14,1 (+/- 0,6);14,2 (valeur estimée);cible atteinte;12,6
RA-P193-1-1;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-1;Intensifier le rayonnement international et parfaire l'intégration européenne de la recherche spatiale française;;P193-1-1;Production scientifique des opérateurs du programme;;Citoyen;23036.0;Reconnaissance scientifique des opérateurs du programme;;indice;1,2 (valeur estimée);1,12;1,27 (+/- 0,19);1,00 (valeur estimée);absence amélioration;1,1 (+/- 0,22)
RA-P193-1-1;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-1;Intensifier le rayonnement international et parfaire l'intégration européenne de la recherche spatiale française;;P193-1-1;Production scientifique des opérateurs du programme;;Citoyen;4900.0;Part française des publications de référence internationale liées à la recherche spatiale dans la production mondiale;;%;2,8 (valeur estimée);2,5;2,7 (+/- 0,3);2,6 (valeur estimée);cible atteinte;2,1
RA-P193-1-1;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-1;Intensifier le rayonnement international et parfaire l'intégration européenne de la recherche spatiale française;;P193-1-1;Production scientifique des opérateurs du programme;;Citoyen;18031.0;Part de la production scientifique des opérateurs du programme dans l'espace France-Allemagne-Royaume-Uni;;%;29,1 (valeur estimée);28,8;28,7 (+/- 1,4);28,7 (valeur estimée);cible atteinte;28,4 (+/- 1,4)
RA-P193-1-2;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-1;Intensifier le rayonnement international et parfaire l'intégration européenne de la recherche spatiale française;;P193-1-2;Taux de présence des projets européens dans les projets avec une participation financière française;;Citoyen;25825.0;Taux de retour sur les programmes GALILEO, EGNOS, COPERNICUS et le volet spatial d’Horizon Europe;;%;31,1% * valeur provisoire hors Galileo+EGNOS;31,8;28;31,7;cible atteinte;28
RA-P193-1-2;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-1;Intensifier le rayonnement international et parfaire l'intégration européenne de la recherche spatiale française;;P193-1-2;Taux de présence des projets européens dans les projets avec une participation financière française;;Citoyen;30750.0;"Participations françaises dans les équipes scientifiques dans les projets ""Science de l’Univers"" du programme scientifique obligatoire de l'ESA";;ETP;≥ 155;215;≥ 160;≥ 160 provisoire, à confirmer lors du PAP 2026;cible atteinte;≥ 170
RA-P193-1-2;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-1;Intensifier le rayonnement international et parfaire l'intégration européenne de la recherche spatiale française;;P193-1-2;Taux de présence des projets européens dans les projets avec une participation financière française;;Citoyen;18032.0;Proportion du budget du CNES consacré à des programmes en coopération européenne;;%;77;70;73;70;absence amélioration;70
RA-P193-2-1;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-2;Garantir à la France la maîtrise des technologies spatiales et un accès à l'espace autonome, compétitif et fiable;;P193-2-1;Tenue des coûts, des délais et des performances pour les 10 projets phares du CNES;;Contribuable;6022.0;Moyenne des écarts des coûts;;%;3,1;2,9;≤ 5;5,5;absence amélioration;≤ 5
RA-P193-2-1;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-2;Garantir à la France la maîtrise des technologies spatiales et un accès à l'espace autonome, compétitif et fiable;;P193-2-1;Tenue des coûts, des délais et des performances pour les 10 projets phares du CNES;;Contribuable;6023.0;Ecart moyen des délais;;mois;2,6;3,7;≤ 6;8,2;absence amélioration;≤ 6
RA-P193-2-2;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-2;Garantir à la France la maîtrise des technologies spatiales et un accès à l'espace autonome, compétitif et fiable;;P193-2-2;Adéquation de l'offre de lancement européenne avec les besoins européens;;Citoyen;30751.0;Taux de prise en charge des satellites européens par des lanceurs européens;;%;Non déterminé;17;Non déterminé;Sans objet;donnée non retenue;Non déterminé
RA-P193-2-2;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-2;Garantir à la France la maîtrise des technologies spatiales et un accès à l'espace autonome, compétitif et fiable;;P193-2-2;Adéquation de l'offre de lancement européenne avec les besoins européens;;Citoyen;30752.0;Coût moyen du lancement de satellites par les lanceurs institutionnels Ariane 5, Ariane 6 et Vega C;;€/kg;Non déterminé;27700;Non déterminé;Sans objet;donnée non retenue;Non déterminé
RA-P193-2-3;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-2;Garantir à la France la maîtrise des technologies spatiales et un accès à l'espace autonome, compétitif et fiable;;P193-2-3;Chiffre d'affaires à l'export de l'industrie spatiale française rapporté aux investissements des cinq dernières années;;Contribuable;7915.0;Chiffre d'affaires à l’export de l’industrie spatiale française rapporté aux investissements des cinq dernières années.;;%;120;120;120;105;absence amélioration;105
RA-P193-3-1;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-3;Intensifier les efforts de valorisation de la recherche spatiale dans le but de répondre aux attentes de la société;;P193-3-1;Financement de la préparation du futur;;Contribuable;30754.0;Volume de financements portés par le CNES contribuant à l’innovation bottom-up (R&D-R&T) et plus généralement à la préparation du futur en y incluant les démonstrateurs, PoC et projets expérimentaux.;;€;370;427;370;479;cible atteinte;370
RA-P193-3-2;Programme;BG;RA;Recherche et enseignement supérieur;193;Recherche spatiale;P193-3;Intensifier les efforts de valorisation de la recherche spatiale dans le but de répondre aux attentes de la société;;P193-3-2;Accompagnement des start-up;;Citoyen;30755.0;Nombre de start-ups, ayant des activités en France, accompagnées par le CNES au travers de différents outils;;Nb;40;78;≥ 40;79;cible atteinte;≥ 40
RA-P231-1-1;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-1;Contribuer à promouvoir l'égalité des chances pour l'accès aux formations de l'enseignement supérieur des différentes classes sociales;;P231-1-1;Accès à l'enseignement supérieur des jeunes de 20/21 ans selon leur origine sociale;;Citoyen;3131.0;Ensemble des jeunes de 20-21 ans;;%;62,2;Non connu;69;Non connu;donnée non renseignée;70
RA-P231-1-1;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-1;Contribuer à promouvoir l'égalité des chances pour l'accès aux formations de l'enseignement supérieur des différentes classes sociales;;P231-1-1;Accès à l'enseignement supérieur des jeunes de 20/21 ans selon leur origine sociale;;Citoyen;2732.0;Employés, Ouvriers;;%;48,6;Non connu;53,5;Non connu;donnée non renseignée;54
RA-P231-1-1;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-1;Contribuer à promouvoir l'égalité des chances pour l'accès aux formations de l'enseignement supérieur des différentes classes sociales;;P231-1-1;Accès à l'enseignement supérieur des jeunes de 20/21 ans selon leur origine sociale;;Citoyen;611.0;Employeurs, cadres, professions intermédiaires;;%;76,9;Non connu;85,5;Non connu;donnée non renseignée;86
RA-P231-1-2;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-1;Contribuer à promouvoir l'égalité des chances pour l'accès aux formations de l'enseignement supérieur des différentes classes sociales;;P231-1-2;Evolution de la représentation des origines socio-professionnelles des étudiants selon le niveau de formation;;Citoyen;2738.0;"Equivalent ""D"" Ouvriers,employés";;%;14,2;14,1;>=16,5;13,3;absence amélioration;17
RA-P231-1-2;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-1;Contribuer à promouvoir l'égalité des chances pour l'accès aux formations de l'enseignement supérieur des différentes classes sociales;;P231-1-2;Evolution de la représentation des origines socio-professionnelles des étudiants selon le niveau de formation;;Citoyen;2734.0;"Equivalent ""L"" Ouvriers,employés";;%;30,9;30,6;32;30,1;absence amélioration;32,5
RA-P231-1-2;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-1;Contribuer à promouvoir l'égalité des chances pour l'accès aux formations de l'enseignement supérieur des différentes classes sociales;;P231-1-2;Evolution de la représentation des origines socio-professionnelles des étudiants selon le niveau de formation;;Citoyen;2736.0;"Equivalent ""M"" Ouvriers,employés";;%;20,4;20,2;22,5;19,5;absence amélioration;23
RA-P231-1-3;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-1;Contribuer à promouvoir l'égalité des chances pour l'accès aux formations de l'enseignement supérieur des différentes classes sociales;;P231-1-3;Ratio de réussite comparé des étudiants boursiers par rapport aux étudiants non boursiers;;Citoyen;3135.0;Ratio des taux de réussite en L3;;%;108;112;116;Non connu;donnée non renseignée;117
RA-P231-1-4;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-1;Contribuer à promouvoir l'égalité des chances pour l'accès aux formations de l'enseignement supérieur des différentes classes sociales;;P231-1-4;Pourcentage d'étudiants boursiers en Classes Préparatoires aux Grandes Ecoles;;Citoyen;20667.0;Pourcentage d'étudiants boursiers en CPGE;;%;26,8;26,5;30;28,3;amélioration;30
RA-P231-2-1;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-2;Améliorer les conditions de vie et de travail des étudiants en optimisant les coûts;;P231-2-1;Couverture des besoins en logements pour les étudiants boursiers;;Contribuable;615.0;Nombre de places pour 100 étudiants boursiers;;Nb;24,2;23,6;24,2;24,9;cible atteinte;24,7
RA-P231-2-2;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-2;Améliorer les conditions de vie et de travail des étudiants en optimisant les coûts;;P231-2-2;Bilan des enquêtes de satisfaction sur le logement et la restauration relevant du réseau des oeuvres;;Usager;3137.0;Note attribuée par les étudiants sur la qualité des logements universitaires;;Note sur 10;6,3;6,7;7,2;6,4;absence amélioration;7,6
RA-P231-2-2;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-2;Améliorer les conditions de vie et de travail des étudiants en optimisant les coûts;;P231-2-2;Bilan des enquêtes de satisfaction sur le logement et la restauration relevant du réseau des oeuvres;;Usager;616.0;Note attribuée par les étudiants sur la qualité des restaurants universitaires;;Note sur 10;6,1;6,2;6,5;6,2;absence amélioration;6,6
RA-P231-2-3;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-2;Améliorer les conditions de vie et de travail des étudiants en optimisant les coûts;;P231-2-3;Taux de couverture des dépenses d'hébergement et de restauration par des ressources propres;;Contribuable;12932.0;Taux de couverture sur ressources propres des dépenses de restauration;;%;35,8;35,2;>=30;37;cible atteinte;>=35
RA-P231-2-3;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-2;Améliorer les conditions de vie et de travail des étudiants en optimisant les coûts;;P231-2-3;Taux de couverture des dépenses d'hébergement et de restauration par des ressources propres;;Contribuable;12931.0;Taux de couverture sur ressources propres des dépenses d'hébergement;;%;99,8;92;>=96;95,7;amélioration;>=95
RA-P231-3-1;Programme;BG;RA;Recherche et enseignement supérieur;231;Vie étudiante;P231-3;Développer le suivi de la santé des étudiants;;P231-3-1;Nombre moyen de consultation en SUMPPS par étudiant inscrit à l'université;;Citoyen;23366.0;Nombre moyen de consultation en SUMPPS par étudiant inscrit à l'université;;Nb;0,35;0,36;0,37;0,40;cible atteinte;0,39
RB-MRB-1-1;Mission;BG;RB;Régimes sociaux et de retraite;;;MRB-1;Optimiser la gestion des régimes;;MRB-1-1;Coût unitaire d'une primo-liquidation de pensions de retraite;;Contribuable;23554.0;Coût unitaire d'une primo-liquidation de pensions de retraite;;€;413;413;440;417;cible atteinte;Non déterminé
RB-P195-1-1;Programme;BG;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;P195-1;Optimiser la gestion des régimes;;P195-1-1;Coût unitaire d'une primo liquidation de pensions (tous droits);;Contribuable;4564.0;Régime SEITA;;€;344;Non déterminé;Non déterminé;Non déterminé;donnée non renseignée;Non déterminé
RB-P195-1-1;Programme;BG;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;P195-1;Optimiser la gestion des régimes;;P195-1-1;Coût unitaire d'une primo liquidation de pensions (tous droits);;Contribuable;4563.0;Régime de retraite des mines;;€;237;Non déterminé;Non déterminé;Non déterminé;donnée non renseignée;Non déterminé
RB-P195-1-2;Programme;BG;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;P195-1;Optimiser la gestion des régimes;;P195-1-2;Dépenses de gestion pour 100€ de prestations servies (caisse des mines);;Contribuable;4565.0;Rémunération de la caisse des dépôts pour la fonction service de la prestation;;M€;11,06;11,2;10,6;10,6;cible atteinte;11,2
RB-P195-1-2;Programme;BG;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;P195-1;Optimiser la gestion des régimes;;P195-1-2;Dépenses de gestion pour 100€ de prestations servies (caisse des mines);;Contribuable;4566.0;Masse des prestations servies;;M€;1127;1091;1074;1072;absence amélioration;1042
RB-P195-1-2;Programme;BG;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;P195-1;Optimiser la gestion des régimes;;P195-1-2;Dépenses de gestion pour 100€ de prestations servies (caisse des mines);;Contribuable;4567.0;Ratio;;€;0,98;1,02;0,99;0,99;cible atteinte;1,10
RB-P195-1-3;Programme;BG;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;P195-1;Optimiser la gestion des régimes;;P195-1-3;Dépenses de gestion pour 100€ de prestations servies (régime SEITA);;Contribuable;4569.0;Masse des prestations servies;;M€;134,5;133;129,8;132,5;cible atteinte;132,5
RB-P195-1-3;Programme;BG;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;P195-1;Optimiser la gestion des régimes;;P195-1-3;Dépenses de gestion pour 100€ de prestations servies (régime SEITA);;Contribuable;4568.0;Rémunération de l'APC pour la gestion;;€;260000;260000;270000;260000;cible atteinte;270000
RB-P195-1-3;Programme;BG;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;P195-1;Optimiser la gestion des régimes;;P195-1-3;Dépenses de gestion pour 100€ de prestations servies (régime SEITA);;Contribuable;4570.0;Ratio;;€;1,9;1,9;2,1;1,9;cible atteinte;2,0
RB-P195-2-1;Programme;BG;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;P195-2;Optimiser le taux de recouvrement;;P195-2-1;Taux de récupération des indus et trop versés;;Contribuable;4561.0;Régime de retraite des mines;;%;97,4;96,4;97,6;96,7;amélioration;Non déterminé
RB-P195-2-1;Programme;BG;RB;Régimes sociaux et de retraite;195;Régimes de retraite des mines, de la SEITA et divers;P195-2;Optimiser le taux de recouvrement;;P195-2-1;Taux de récupération des indus et trop versés;;Contribuable;4562.0;Régime SEITA;;%;94;95;95;95;cible atteinte;95
RB-P197-1-1;Programme;BG;RB;Régimes sociaux et de retraite;197;Régimes de retraite et de sécurité sociale des marins;P197-1;Optimiser le régime de protection sociale des marins;;P197-1-1;Coût unitaire d'une primo liquidation de pension retraite;;Contribuable;8480.0;Coût unitaire d’une primo liquidation de pension retraite;;€;761;748;806;805;cible atteinte;812
RB-P197-1-2;Programme;BG;RB;Régimes sociaux et de retraite;197;Régimes de retraite et de sécurité sociale des marins;P197-1;Optimiser le régime de protection sociale des marins;;P197-1-2;Dépenses de gestion pour 100 € de prestations servies;;Contribuable;18393.0;Ratio (a/b);;€;1,01;0,99;0,96;0,93;cible atteinte;1,00
RB-P197-1-2;Programme;BG;RB;Régimes sociaux et de retraite;197;Régimes de retraite et de sécurité sociale des marins;P197-1;Optimiser le régime de protection sociale des marins;;P197-1-2;Dépenses de gestion pour 100 € de prestations servies;;Contribuable;18392.0;Volume de prestations servies (b);;M€;1001;1010;1029;1043;cible atteinte;1036,7
RB-P197-1-2;Programme;BG;RB;Régimes sociaux et de retraite;197;Régimes de retraite et de sécurité sociale des marins;P197-1;Optimiser le régime de protection sociale des marins;;P197-1-2;Dépenses de gestion pour 100 € de prestations servies;;Contribuable;18391.0;Coûts de gestion (a);;M€;10,1;10;9,9;9,7;cible atteinte;10,4
RB-P197-1-3;Programme;BG;RB;Régimes sociaux et de retraite;197;Régimes de retraite et de sécurité sociale des marins;P197-1;Optimiser le régime de protection sociale des marins;;P197-1-3;Taux de recouvrement « global »;;Contribuable;2772.0;Échéance : 1 an;;%;Non connu;99,12;99;99,8;cible atteinte;99
RB-P197-1-3;Programme;BG;RB;Régimes sociaux et de retraite;197;Régimes de retraite et de sécurité sociale des marins;P197-1;Optimiser le régime de protection sociale des marins;;P197-1-3;Taux de recouvrement « global »;;Contribuable;710.0;Échéance : 3 mois;;%;Non connu;87;84;93;cible atteinte;84
RB-P198-1-1;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-1;Contribuer à l'équilibre du régime de retraite de la SNCF, avec un objectif d'efficacité de gestion;;P198-1-1;Dépenses de gestion pour 100 € de prestations servies;;Contribuable;2769.0;Volume des prestations servies (b);;M€;5310,5;5384,6;5 595,8;5 578,3;amélioration;5 669,8
RB-P198-1-1;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-1;Contribuer à l'équilibre du régime de retraite de la SNCF, avec un objectif d'efficacité de gestion;;P198-1-1;Dépenses de gestion pour 100 € de prestations servies;;Contribuable;706.0;Coût de gestion (a);;M€;25,0;27,1;28,8;25,2;cible atteinte;29,2
RB-P198-1-1;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-1;Contribuer à l'équilibre du régime de retraite de la SNCF, avec un objectif d'efficacité de gestion;;P198-1-1;Dépenses de gestion pour 100 € de prestations servies;;Contribuable;2770.0;Ratio a/b;;€;0,47;0,5;0,51;0,45;cible atteinte;0,51
RB-P198-1-2;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-1;Contribuer à l'équilibre du régime de retraite de la SNCF, avec un objectif d'efficacité de gestion;;P198-1-2;Coût unitaire d'une primo liquidation de pension de retraite;;Contribuable;8166.0;Coût unitaire d'une primo liquidation de pension de retraite;;€;357;359;414;372;absence amélioration;422
RB-P198-1-3;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-1;Contribuer à l'équilibre du régime de retraite de la SNCF, avec un objectif d'efficacité de gestion;;P198-1-3;"Taux de récupération des ""indus""";;Contribuable;21146.0;Montant total des indus récupérés;;€;6710000;6310000;Non déterminé;6360000;donnée non renseignée;Non déterminé
RB-P198-1-3;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-1;Contribuer à l'équilibre du régime de retraite de la SNCF, avec un objectif d'efficacité de gestion;;P198-1-3;"Taux de récupération des ""indus""";;Contribuable;8146.0;"Taux de récupération des ""indus""";;%;93;93,5;94;93,9;amélioration;94
RB-P198-2-1;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-2;Contribuer à l'équilibre du régime de retraite de la RATP, avec un objectif d'efficacité de gestion;;P198-2-1;Dépenses de gestion pour 100 € de prestations servies;;Contribuable;6731.0;Coût de gestion (a);;M€;5,3;6,3*;5,4;4,7;cible atteinte;5,1
RB-P198-2-1;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-2;Contribuer à l'équilibre du régime de retraite de la RATP, avec un objectif d'efficacité de gestion;;P198-2-1;Dépenses de gestion pour 100 € de prestations servies;;Contribuable;6733.0;Ratio a/b;;€;0,42;0,37*;0,41;0,34;cible atteinte;0,38
RB-P198-2-1;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-2;Contribuer à l'équilibre du régime de retraite de la RATP, avec un objectif d'efficacité de gestion;;P198-2-1;Dépenses de gestion pour 100 € de prestations servies;;Contribuable;6732.0;Volume des prestations servies (b);;M€;1 246,1;1 297,4;1 323,60;1 377,9;cible atteinte;1 359,20
RB-P198-2-2;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-2;Contribuer à l'équilibre du régime de retraite de la RATP, avec un objectif d'efficacité de gestion;;P198-2-2;Coût unitaire d'une primo liquidation de pension de retraite;;Contribuable;7974.0;Coût unitaire d'une primo liquidation de pensions retraite;;€;80,2;72,9;82,47;73,5;cible atteinte;86,66
RB-P198-2-3;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-2;Contribuer à l'équilibre du régime de retraite de la RATP, avec un objectif d'efficacité de gestion;;P198-2-3;"Taux de récupération des ""indus""";;Contribuable;8089.0;"Taux de récupération des ""indus""";;%;52,23;64;85;85;cible atteinte;88
RB-P198-2-3;Programme;BG;RB;Régimes sociaux et de retraite;198;Régimes sociaux et de retraite des transports terrestres;P198-2;Contribuer à l'équilibre du régime de retraite de la RATP, avec un objectif d'efficacité de gestion;;P198-2-3;"Taux de récupération des ""indus""";;Contribuable;20841.0;Montant total des indus récupérés;;€;121062;74732;Non déterminé;57592;donnée non renseignée;Non déterminé
RC-MRC-1-1;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif du P119);MRC-1-1;Pourcentage des dotations d'investissement concourant à la transition écologique;(Indicateur du P119);Citoyen;31132.0;% de l'enveloppe attribuée au titre de la DSID concourant à la transition écologique;Budget vert;%;Sans objet;;30;31%;cible atteinte;30
RC-MRC-1-1;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif du P119);MRC-1-1;Pourcentage des dotations d'investissement concourant à la transition écologique;(Indicateur du P119);Citoyen;26027.0;% de l'enveloppe attribuée au titre de la DETR concourant à la transition écologique;Budget vert;%;27,8;36,3;20;26%;cible atteinte;25
RC-MRC-1-1;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-1;Promouvoir les projets de développement local, en assurant un équilibre entre maximisation de l'effet de levier et concentration des fonds sur des projets structurants pour les collectivités;(Objectif du P119);MRC-1-1;Pourcentage des dotations d'investissement concourant à la transition écologique;(Indicateur du P119);Citoyen;31131.0;% de l'enveloppe attribuée au titre de la DSIL concourant à la transition écologique;Budget vert;%;Sans objet;;35;30%;cible atteinte;35
RC-MRC-2-1;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;;MRC-2-1;Contribution de la péréquation verticale à la réduction des écarts de richesses;;Citoyen;30420.0;% de communes dont le pfi/hab cesse d'être inférieur à 75% de la moyenne de la strate après intervention de la péréquation verticale;;%;10;10,1;9,9;9,3;absence amélioration;9,5
RC-MRC-2-1;Mission;BG;RC;Relations avec les collectivités territoriales;;;MRC-2;Assurer la péréquation des ressources entre collectivités;;MRC-2-1;Contribution de la péréquation verticale à la réduction des écarts de richesses;;Citoyen;30638.0;Nombre de départements dont le pfi/hab. cesse d'être inférieur à 90% de la moyenne nationale après intervention de la péréquation verticale et horizontale;;Nb;12;13;12;13;cible atteinte;14
