Type ligne ;Type Budget;code;Mission;Ministere;Libelle;Libelle abrege;commentFP
SSA;BG;178-04-04;;;Activités des forces aériennes stratégiques;Activités des FAS;
SSA;BG;178-04-02;;;Commandement et activités centralisées des forces aériennes;Cdt-act forces aériennes;
SSA;BG;178-04-09;;;Service industriel aéronautique (SIAé);SIAé;
SSA;BG;178-04-12;;;Activités spatiales;Activités spatiales;
SSA;BG;178-04-05;;;Ressources humaines des forces aériennes;RH des forces aériennes;
ACT;BG;178-06;;;Surcoûts liés aux opérations extérieures;OPEX;
ACT;BG;178-07;;;Surcoûts liés aux opérations intérieures;MISSINT;
ACT;BG;178-01;;;Planification  des moyens et conduite des opérations;Planification  des moyens;
SSA;BG;178-01-10;;;Emploi des forces;Emploi des forces;
SSA;BG;178-01-11;;;Renseignement d'intérêt militaire;Renseignement militaire;
SSA;BG;178-01-14;;;Systèmes d'information et de communication;"SIC""";
SSA;BG;178-01-21;;;Infrastructures SIC;Infrastructures SIC;
PGM;BG;144;DA;70;Environnement et prospective de la politique de défense;Envir.Prospec.Pol.Défense;"Placé sous la responsabilité de la directrice générale des relations internationales et de la stratégie, la ressource du programme 144 « Environnement et prospective de la politique de défense » s’élève au titre du PLF 2021 à 3 106 M€ en AE et 1 685 M€ en CP soit une hausse respectivement de + 76% et de + 9% par rapport à la LFI 2020. Ces crédits permettront :
- aux services de renseignement de poursuivre leur remontée en puissance capacitaire en effectifs et en moyens pour faire face à la permanence de la menace ;
- de conserver un niveau d’ambition élevé pour l’innovation, dont les enjeux sont considérables dans les domaines opérationnel, capacitaire, technologique et industriel ;
- de disposer d’une expertise de haut niveau sur l’évolution de l’environnement stratégique en mobilisant les capacités de recherche stratégique ;
- de conduire la diplomatie de défense sous la responsabilité de la DGRIS, en définissant la stratégie d’influence internationale du ministère et en coordonnant sa mise en œuvre."
ACT;BG;144-03;;;Recherche et exploitation du renseignement intéressant la sécurité de la France;Recherche et exploitation;
SSA;BG;144-03-31;;;Renseignement extérieur;Renseignement extérieur;
SSA;BG;144-03-32;;;Renseignement de sécurité de défense;Renseignement de sécurité;
ACT;BG;144-07;;;Prospective de défense;Prospective de défense;
SSA;BG;144-07-01;;;Analyse stratégique;Analyse stratégique;
SSA;BG;144-07-02;;;Prospective des systèmes de forces;Prospective des systèmes ;
SSA;BG;144-07-03;;;Etudes amont;Etudes amont;
SSA;BG;144-07-04;;;Gestion des moyens et subventions;Gestion des moyens et sub;
ACT;BG;144-08;;;Relations internationales et diplomatie de défense;Relations internationales;
MSN;BG;CA;;;Conseil et contrôle de l'État;ConseilContÉtat;
PGM;BG;126;CA;12;Conseil économique, social et environnemental;Conseil économique, socia;
ACT;BG;126-01;;;Représentation des activités économiques et sociales;Représ. act. éco. & soc.;
SSA;BG;126-01-01;;;Personnel;Personnel;
SSA;BG;126-01-02;;;Fonctionnement;Fonctionnement;
ACT;BG;126-02;;;Fonctionnement de l'institution;Fonct. de l'institution;
SSA;BG;126-02-01;;;Personnel;Personnel;
SSA;BG;126-02-02;;;Fonctionnement;Fonctionnement;
SSA;BG;126-02-03;;;Investissement;Investissement;
ACT;BG;126-03;;;Communication et international;Comm. et international;
SSA;BG;126-03-01;;;Personnel;Personnel;
SSA;BG;126-03-02;;;Fonctionnement;Fonctionnement;
PGM;BG;164;CA;12;Cour des comptes et autres juridictions financières;Cour des comptes;
ACT;BG;164-26;;;Mise en jeu de la responsabilité des comptables publics et des gestionnaires publics;Resp compt & gest publics;
ACT;BG;164-21;;;Examen des comptes publics;Examen comptes publics;
ACT;BG;164-22;;;Contrôle des finances publiques;Contrôle finances publiq.;
ACT;BG;164-23;;;Contrôle des gestions publiques;Contrôle gestions publiq.;
ACT;BG;164-24;;;Evaluation des politiques publiques;Eval. politiques publiq.;
ACT;BG;164-25;;;Information des citoyens;Information des citoyens;
ACT;BG;164-27;;;Pilotage et soutien des juridictions financières;Pilotage sout jurid. fin.;
ACT;BG;164-99;;;Personnels à reventiler;Personnels à reventiler;
PGM;BG;165;CA;12;Conseil d'État et autres juridictions administratives;Conseil d'État et autres;
ACT;BG;165-06;;;Soutien;Soutien;
SSA;BG;165-06-01;;;Frais de justice;Frais de justice;
SSA;BG;165-06-02;;;Soutien (hors frais de justice);Soutien hs frais de just.;
ACT;BG;165-01;;;Fonction juridictionnelle : Conseil d'État;Fonction jurid. : CE;
ACT;BG;165-05;;;Fonction études, expertise et services rendus aux administrations de l'État et des collectivités;Fonct. étu.exper.serv.adm;
ACT;BG;165-04;;;Fonction consultative;Fonction consultative;
ACT;BG;165-02;;;Fonction juridictionnelle : Cours administratives d'appel;Fonction jurid. : CAA;
ACT;BG;165-99;;;Dépenses de personnels du programme à reventiler;Dépenses de personnels du;
ACT;BG;165-03;;;Fonction juridictionnelle : Tribunaux administratifs;Fonction jurid. : TA;
ACT;BG;165-07;;;Cour nationale du droit d'asile;Cour nat. droit d'asile;
PGM;BG;340;CA;12;Haut Conseil des finances publiques;HCFP;
ACT;BG;340-01;;;Haut Conseil des finances publiques;HCFP;
MSN;BG;PR;;;Plan de relance;Plan de relance;"La mission « Plan de relance » est construite autour de trois programmes avec pour objectif commun de contribuer à la relance de l’économie française par la transition écologique, le soutien à la compétitivité et la cohésion sociale et entre les territoires : le programme 362 « Écologie » a pour objectif d'accélérer la transition écologique ; le programme 363 « Compétitivité » a pour but d'assurer aux entreprises de disposer des conditions favorables pour développer leurs activités, de préserver et développer l'emploi des salariés et de poursuivre la modernisation de l’Etat ; le programme 364 « Cohésion » a pour objectif de promouvoir la cohésion sociale et territoriale."
PGM;BG;362;PR;7;Écologie;Écologie;L’objectif du programme « Ecologie » est de contribuer à la transition écologique de l’économie pour générer une croissance durable et juste. Les mesures mises en œuvre pour atteindre cet objectif comprennent un grand plan de rénovation énergétique des bâtiments, d’investissement dans les infrastructures de transports, le financement de la stratégie hydrogène et de technologies vertes, de la protection de la biodiversité, de la décarbonation de l’industrie, de l'aide à l’achat d’un véhicule propre, le soutien à l’économie circulaire via l’investissement dans le recyclage et la modernisation des centres de tri ou encore à la transformation du secteur agricole.
ACT;BG;362-01;;;Rénovation énergétique;Rénov.énergetique;
ACT;BG;362-02;;;Biodiversité, lutte contre l'artificialisation;Biodiversité.lutte art;
ACT;BG;362-03;;;Décarbonation de l'industrie;Décarbonation;
ACT;BG;362-04;;;Économie circulaire et circuits courts;Économie circulaire;
ACT;BG;362-05;;;Transition agricole;Transition agricole;
ACT;BG;362-06;;;Mer;Mer;
ACT;BG;362-07;;;Infrastructures et mobilité vertes;Infra.mobilité vertes;
ACT;BG;362-08;;;Énergies et technologies vertes;EnergTechno.vertes;
ACT;BG;362-09;;;Dotation régionale d'investissement;Dot.Reg.inv;
PGM;BG;363;PR;7;Compétitivité;Compétitivité;L’objectif du programme « Compétitivités » est d’accompagner les entreprises vers la localisation sur le territoire français de productions présentant un intérêt stratégique afin de créer de nouveaux emplois pour améliorer la compétitivité et la résilience de l’économie. Cette compétitivité sera également renforcée à travers la mise à niveau numérique et la modernisation de l’Etat. Ce programme comprend plusieurs mesures : le renforcement du financement des entreprises, l’investissement dans le spatial et la recherche, la relocalisation de la production industrielle dans les territoires, en particulier de secteurs stratégiques, et un plan de soutien à l’export. Il comprend également des mesures pour moderniser la numérisation de l’Etat, des entreprises et des territoires. Des mesures seront par ailleurs mises en œuvre en faveur du secteur culturel (patrimoine, spectacle vivant, cinéma, presse et livre).
ACT;BG;363-01;;;Financement des entreprises;Finan.des entreprises;
ACT;BG;363-02;;;Souveraineté technologique et résilience;Souveraineté techno.res;
ACT;BG;363-03;;;Plan de soutien à l'export;Plan soutien export;
ACT;BG;363-04;;;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;Numérique Etat, terr ent;
ACT;BG;363-05;;;Culture;Culture;
ACT;BG;363-06;;;Commandes militaires;Comamndes militaires;
PGM;BG;364;PR;7;Cohésion;Cohésion;Le programme « Cohésion » a pour ambition de garantir l’équité entre les territoires : les Outre-mer, les territoires ruraux, les quartiers prioritaires des villes, les petites, moyennes et grandes villes, les métropoles et les territoires insulaires. Il s'agit d’une solidarité au sens large qui comprend également un objectif de cohésion sociale. De nombreuses mesures seront mises en place : des actions de soutien à l’emploi des jeunes, la prise en charge de l’activité partielle et du dispositif FNE-formation, l’insertion professionnelle des personnes handicapées, des aides à la formation professionnelle, l’accélération de la loi de programmation pour la recherche, la cohésion territoriale et un soutien aux personnes les plus précaires et aux associations.
ACT;BG;364-01;;;Sauvegarde de l'emploi;Sauvegarde emploi;
ACT;BG;364-02;;;Jeunes;Jeunes;
ACT;BG;364-03;;;Handicap;Handicap;
ACT;BG;364-04;;;Formation professionnelle;Form.professionnelle;
ACT;BG;364-05;;;Recherche;Recherche;
ACT;BG;364-06;;;Coopération sanitaire;Coopération sanitaire;
ACT;BG;364-07;;;Cohésion territoriale;Cohésion territoriale;
ACT;BG;364-08;;;Soutien aux personnes précaires;Soutien pers.précaires;
MSN;CAS;YD;;;Pensions;Pensions;"La loi organique relative aux lois de finances de 2001 (LOLF) a prévu, dans son article 21, la création d’un compte d’affectation spéciale (CAS) ayant vocation à retracer les opérations relatives aux pensions et avantages accessoires gérés par l’État. Le CAS Pensions est composé de trois sections : la section n° 1 « Pensions civiles et militaires de retraite et allocations temporaires d’invalidité » ; la section n° 2 « Ouvriers des établissements industriels de l’État » ; et la section n° 3 « Pensions militaires d’invalidité et des victimes de guerre et autres pensions ». En 2021, les dépenses du CAS Pensions devraient atteindre 60 225 M€ contre 59 613 M€ en LFI 2020. Les recettes devraient s'établir à 60 984 M€, alors qu’elles étaient de 61 028 M€ en LFI 2020. Par conséquent, le solde devrait être en 2021 de 759 M€ et de 9,8 Md€ en cumulé."
PGM;CAS;741;YD;7;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;PensCivilesMilit&ATI;Le programme 741 des pensions civiles et militaires et les pensions civiles d’invalidité constitue le principal programme du CAS Pensions. Son équilibre financier est assuré par l’ajustement des taux de contribution employeur, stables depuis 2014. Son acteur principal est le Service des retraites de l’État (DGFiP) qui achèvera en 2020 la réforme de la gestion des retraites dont le cœur est le compte individuel de retraite (CIR) actualisé pour chaque agent par son ministère employeur. Il permet de rendre aux agents publics et aux retraités de l’État des prestations enrichies et personnalisées, par le développement des services en ligne sur le site ENSAP.
ACT;CAS;741-01;;;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite;Pensions civiles;
SSA;CAS;741-01-03;;;Pensions de la Poste;Pensions de la Poste;
SSA;CAS;741-01-05;;;Pensions d'anciens fonctionnaires mahorais non intégrés dans la fonction publique d'Etat;Pensions stock Mahorais;
SSA;CAS;741-01-01;;;Pensions hors PTT, la Poste et France-Télécom;Pensions hors PTT, LP, FT;
SSA;CAS;741-01-02;;;Pensions PTT avant le 1er janvier 1992;Pensions PTT;
SSA;CAS;741-01-04;;;Pensions France-Télécom;Pensions France-Télécom;
SSA;CAS;741-01-06;;;Pensions uniques d'anciens fonctionnaires mahorais intégrés dans la fonction publique d'Etat;Pensions uniques Mahorais;
ACT;CAS;741-02;;;Militaires relevant du code des pensions civiles et militaires de retraite;Pensions militaires;
ACT;CAS;741-03;;;Allocations temporaires d'invalidité;ATI;
SSA;CAS;741-03-01;;;Pensions hors PTT, la Poste et France-Télécom;ATI hors PTT, LP, FT;
SSA;CAS;741-03-02;;;Pensions PTT avant le 1er janvier 1992;ATI PTT;
SSA;CAS;741-03-03;;;Pensions de la Poste;ATI LP;
SSA;CAS;741-03-04;;;Pensions France-Télécom;ATI FT ;
PGM;CAS;742;YD;7;Ouvriers des établissements industriels de l'État;OuvriersEtabIndusÉtat;"Le programme 742 ""Ouvriers des établissements industriels de l’État"" constitue l'un des trois programmes du CAS Pensions. Son équilibre financier repose en grand partie sur le versement d'une subvention d'équilibre par les ministères employeurs. Son acteur principal est la direction du Budget, responsable du programme ; la gestion du régime est confiée à la Caisse des dépôts et consignations."
ACT;CAS;742-01;;;Prestations vieillesse et invalidité;Prestations vieillesse et;
ACT;CAS;742-03;;;Autres dépenses spécifiques;Autres dépenses spécifiqu;
ACT;CAS;742-04;;;Gestion du régime;Gestion du régime;
ACT;CAS;742-05;;;Rentes accidents du travail des ouvriers civils des établissements militaires (RATOCEM);Rentes accidents du trava;
PGM;CAS;743;YD;7;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;PensMilit&invaVictGuerre;Le programme 743 retrace les dépenses de pensions versées au titre du code des pensions militaires d’invalidité et des victimes de la guerre et des autres pensions, rentes et allocations de régimes de retraite ou équivalents, dont l’État est directement redevable. Le programme 743 est un programme miroir : pour chaque action, la recette inscrite en LFI correspond à une dépense située dans des programmes ministériels du budget général, dits programmes support, dont le principal est le programme 169 du ministère des Armées.
ACT;CAS;743-01;;;Reconnaissance de la Nation;Reconnaissance de la Nati;
SSA;CAS;743-01-01;;;Retraite du combattant;Retraite du combattant;
SSA;CAS;743-01-02;;;Légion d'honneur;Légion d'honneur;
SSA;CAS;743-01-03;;;Médaille militaire;Médaille militaire;
ACT;CAS;743-02;;;Réparation;Réparation;
SSA;CAS;743-02-01;;;Pensions militaires d'invalidité;PMI;
SSA;CAS;743-02-02;;;Allocations viagères en faveur de certains nationaux algériens;Alloc Nationaux algériens;
SSA;CAS;743-02-03;;;Indemnisation de certains français musulmans victimes de sévices corporels en Algérie;Indem Sévice corp Algérie;
SSA;CAS;743-02-04;;;Allocations spéciales aux aveugles enrôlés dans la Résistance;Alloc aveugles résistance;
ACT;CAS;743-03;;;Pensions d'Alsace-Moselle;Pensions Alsace Moselle;
ACT;CAS;743-04;;;Allocations de reconnaissance des anciens supplétifs;Alloc. anciens supplétifs;
ACT;CAS;743-05;;;Pensions des anciens agents du chemin de fer franco-éthiopien;Pensions CRCFE;
ACT;CAS;743-06;;;Pensions des sapeurs-pompiers et anciens agents de la défense passive victimes d'accident;Pensions RISP;
ACT;CAS;743-07;;;Pensions de l'ORTF;Pensions de l'ORTF;
SSA;CAS;743-07-01;;;Rentes accicdents du travail;Rentes accident travail;
SSA;CAS;743-07-02;;;Allocations surcomplémentaires de retraite;Allc. Surcompl. Retraite;
MSN;BG;CB;;;Culture;Culture;"Les moyens de la mission Culture sont en augmentation de 138,9 M€ (+4,5 %) par rapport à la loi de finances initiale pour 2020. 

Les moyens alloués à la mission culture permettront au ministère de relancer le secteur du patrimoine, alliant activité dans les territoires et attractivités de la France, de donner un nouvel élan à notre modèle artistique en consolidant et en  restaurant les marges artistiques des institutions et en soutenant les opérateurs de la création, de soutenir l'emploi artistique, redynamiser la jeune création et moderniser le réseau des établissements d'enseignements supérieur de la Culture et enfin de doter le ministère des moyens lui permettant d'assurer sa transformation."
PGM;BG;175;CB;2;Patrimoines;Patrimoines;
ACT;BG;175-04;;;Patrimoine archivistique et célébrations nationales;Pat archVQ et céléb° N;
SSA;BG;175-04-03;;;Recherche, connaissance, conservation, valorisation et promotion du patrimoine archivistique (CPER);Pat archVQ - valo CPER;
SSA;BG;175-04-04;;;Recherche, connaissance, conservation, valorisation et promotion du patrimoine archivistique (hors CPER);Pat archVQ - valo HCPER;
SSA;BG;175-04-10;;;Archives nationales;Archives nationales;
SSA;BG;175-04-11;;;Archives territoriales - Construction, aménagement et entretien;ArchV Terr Constr° & ent;
ACT;BG;175-03;;;Patrimoine des musées de France;Pat musées de France;
SSA;BG;175-03-02;;;Musées de France - Construction, aménagement et entretien (CPER);MF - const amé entr CPER;
SSA;BG;175-03-03;;;Musées de France - Construction, aménagement et entretien (hors CPER);MF - const amé entr HCPER;
SSA;BG;175-03-05;;;Recherche, connaissance, conservation, valorisation et promotion des collections;Conserva° Promo° Collect°;
SSA;BG;175-03-20;;;Musées et établissements nationaux;Musées & Ets Nat;
ACT;BG;175-02;;;Architecture et espaces protégés;Architecture et espaces p;
SSA;BG;175-02-02;;;Travaux et études en espaces protégés (sites patrimoniaux remarquables, abords, patrimoine mondial);Trav & ét esp protégés;
SSA;BG;175-02-04;;;Promotion, diffusion et sensibilisation à l'architecture;Promo diff & sensi° archi;
ACT;BG;175-01;;;Monuments Historiques et patrimoine monumental;Monuments Historiques et ;
SSA;BG;175-01-01;;;Fêtes nationales et cérémonies publiques;Fêtes N et cérémonies;
SSA;BG;175-01-03;;;Monuments historiques appartenant à l'Etat - entretien;MH Etat - entretien;
SSA;BG;175-01-06;;;Monuments historiques n'appartenant pas à l'Etat - entretien (hors CPER);MH non Etat - entr. HCPER;
SSA;BG;175-01-04;;;Monuments historiques appartenant à l'Etat - restauration (hors CPER);MH Etat - restaur° HCPER;
SSA;BG;175-01-07;;;Monuments historiques n'appartenant pas à l'Etat - restauration (CPER);MH non Etat - rest° CPER;
SSA;BG;175-01-08;;;Monuments historiques n'appartenant pas à l'Etat - restauration (hors CPER);MH non Etat - rest° HCPER;
SSA;BG;175-01-09;;;Promotion et valorisation des monuments historiques et du patrimoine monumental (CPER);Prom valo MH pat mo CPER;
SSA;BG;175-01-10;;;Promotion et valorisation des monuments historiques et du patrimoine monumental (hors CPER);Prom valo MH pat mo HCPER;
SSA;BG;175-01-14;;;Centre des monuments nationaux (CMN);CMN;
SSA;BG;175-01-20;;;Monuments historiques appartenant à l'Etat - restauration (CPER);MH Etat - restaur° CPER;
SSA;BG;175-01-22;;;Etablissements nationaux;Etablissements nationaux;
ACT;BG;175-09;;;Patrimoine archéologique;Patrimoine archéologique;
SSA;BG;175-09-04;;;Promotion et diffusion du patrimoine archéologique (CPER);Prom diff Pat archéo CPER;
SSA;BG;175-09-02;;;Promotion et diffusion du patrimoine archéologique (hors CPER);Prom dif Pat archéo HCPER;
SSA;BG;175-09-01;;;Recherche, connaissance et protection du patrimoine archéologique (Hors CPER);Rech pro Pat archéo HCPER;
SSA;BG;175-09-03;;;Recherche, connaissance et protection du patrimoine archéologique (CPER);Rech prot Pat archéo CPER;
SSA;BG;175-09-05;;;Financement des opérations d'archéologie préventive;Archéologie préventive;
ACT;BG;175-08;;;Acquisition et enrichissement des collections publiques;Acquisi° et enrich collec;
SSA;BG;175-08-02;;;Enrichissement des collections publiques pour les musées;Enrich coll pubQ musées;
SSA;BG;175-08-05;;;Enrichissement des collections publiques pour les archives;Enrich coll pubQ archives;
SSA;BG;175-08-06;;;Enrichissement des collections publiques : patrimoine monumental et architectural;Enrich col pubQ Pat M & A;
SSA;BG;175-08-07;;;Fonds du patrimoine;Fonds du patrimoine;
PGM;BG;131;CB;2;Création;Création;"Le programme 131 « Création » regroupe les crédits du ministère de la Culture en faveur du spectacle vivant, des arts visuels et du soutien à l’emploi et à la structuration des professions artistiques.

886 M€ en AE et 862 M€ en CP (après transferts) sont inscrits au PLF 2021, soit une augmentation de 33 M€ en AE et 37 M€ en CP par rapport à la LFI 2020. Ces crédits supplémentaires serviront à soutenir la relance de la programmation des institutions de la création en région (+15 M€), à accompagner la montée en puissance du FONPEPS (+5 M€) et à la mise en œuvre du plan en faveur des artistes-auteurs (2 M€). Enfin, 14,6 M€ seront consacrés à la poursuite de projets d’investissements ambitieux."
ACT;BG;131-02;;;Soutien à la création, à la production et à la diffusion des arts visuels;Sout créa° prod & diff AV;
SSA;BG;131-02-02;;;Acquisitions et commandes publiques dans le secteur des arts visuels;Acq° & comm publQ AV;
SSA;BG;131-02-01;;;Arts visuels (CPER);Arts visuels (CPER);
SSA;BG;131-02-04;;;Structuration des professions et de l'économie du secteur des arts visuels;Struct° prof° et éco AV;
SSA;BG;131-02-06;;;Aides à la création et à la diffusion en matière d'arts visuels;Aides créa et diff AV;
SSA;BG;131-02-08;;;Soutien aux institutions et lieux de création et de diffusion en matière d'arts visuels;Sout. inst lieux AV;
SSA;BG;131-02-09;;;Soutien aux manufactures et métiers d'art;Sout. manuf mét art;
ACT;BG;131-01;;;Soutien à la création, à la production et à la diffusion du spectacle vivant;Soutien créa prod diff SV;
SSA;BG;131-01-01;;;Spectacle vivant (CPER);Spectacle vivant (CPER);
SSA;BG;131-01-04;;;Soutien aux artistes et équipes artistiques;Soutien artT et éq artQ;
SSA;BG;131-01-08;;;Recherche, ressource et valorisation du patrimoine du spectacle vivant;Rech, ress et valo pat SV;
SSA;BG;131-01-02;;;Aide à la création et aux nouvelles écritures;Aide créa° & nvelles écri;
SSA;BG;131-01-25;;;Structuration des professions et de l'économie du secteur du spectacle vivant;Struct° prof° et éco SV;
SSA;BG;131-01-23;;;Soutien aux institutions et lieux de création et de diffusion en matière de spectacle vivant;Soutien inst lieux SV;
SSA;BG;131-01-24;;;Festivals et résidences;Festivals et résidences;
ACT;BG;131-06;;;Soutien à l'emploi et structurations des professions;Soutien emploi;
SSA;BG;131-06-04;;;Compensation CSG artistes auteurs;Comp.CSG artistes;
SSA;BG;131-06-01;;;Soutien à l'emploi et accompagnement professionnel des artistes;Acc.Prof.artistes;
SSA;BG;131-06-02;;;Structuration des professions et de l'économie du secteur du spectacle vivant;Prof.spec.vivant;
SSA;BG;131-06-03;;;Structuration des professions de l'économie du secteur des arts visuels;Prof.arts.visuels;
PGM;BG;224;CB;2;Soutien aux politiques du ministère de la culture;Soutien&pol.cult;Le programme 224 nouvellement intitulé « Soutien aux politiques culturelles » dans le projet de loi de finances 2021 est désormais dédié aux fonctions supports du ministère. Les principaux objectifs de ce programme sont l’amélioration de la qualité de service, la maîtrise des dépenses publiques, la modernisation de la fonction publique à travers son plan de transformation numérique adopté en 2019 (69,2 M€ pour les dépenses de fonctionnement et 10,6 M€ au titre des dépenses d’investissement) ainsi que la masse salariale en titre 2 (665M€ en AE=CP). Ce nouveau programme regroupe également l’action culturelle internationale du ministère de la Culture avec pour objectifs l’intensification du rayonnement de la Culture française dans le monde et des cultures étrangères en France et la valorisation de l’expertise et du savoir-faire français, objectifs pour lesquels la demande en PLF21 est portée à hauteur de 7 ,4 M€.
ACT;BG;224-07;;;Fonctions de soutien du ministère;Fonct° soutien ministère;
SSA;BG;224-07-07;;;Fonction communication;Fonction communication;
SSA;BG;224-07-13;;;Fonction informatique;Fonction informatique;
SSA;BG;224-07-11;;;Action sociale;Action sociale;
SSA;BG;224-07-10;;;Fonctions logistiques;Fonctions logistiques;
SSA;BG;224-07-06;;;Fonction formation;Fonction formation;
SSA;BG;224-07-01;;;Fonctions immobilières;Fonctions immobilières;
SSA;BG;224-07-12;;;Dépenses de personnel, gratification des stagiaires et remboursement de mise à disposition de personnel;Dép personnel, stagR, MAD;
SSA;BG;224-07-08;;;Etudes et prospective;Etudes et prospective;
ACT;BG;224-06;;;Action culturelle internationale;Action culturelle Int;
SSA;BG;224-06-02;;;Promotion de la création et des industries culturelles françaises à l'étranger;Créa & ind cul F à l'étra;
SSA;BG;224-06-03;;;Coopération technique culturelle, communautaire et multilatérale;Coop tech cult commR mult;
SSA;BG;224-06-04;;;Diffusion des cultures étrangères et accueil des professionnels et des artistes étrangers;Diff cult étran & accueil;
PGM;BG;361;CB;2;Transmission des savoirs et démocratisation de la culture;TranSavoirs&DemocCulture;"Le Programme n° 361 « Transmission des savoirs et démocratisation de la culture » regroupe à partir de 2021 l’ensemble des crédits liés à l’action culturelle, au soutien à la langue française et aux langues de France ainsi qu’aux politiques d’enseignement supérieur et de recherche, ce qui permettra de rendre plus lisible l’action du ministère dans ces domaines.

241,2 M€ permettront d’améliorer l’attractivité de l’enseignement supérieur Culture et l’insertion professionnelle des diplômés ;  222,6 M€ sont destinés à favoriser l’accès à la culture de tous notamment grâce à l’éducation artistique et culturelle. 3,2 M€ sont consacrés à la promotion et au développement de la politique linguistique de l’État. Enfin 111,9 M€ confirment les engagements du ministère pour favoriser la production des connaissances scientifiques et techniques mais également pour promouvoir la recherche culturelle ainsi que la culture scientifique et technique."
ACT;BG;361-02;;;Soutien à la démocratisation et à l'éducation artistique et culturelle;Soutien à la démo & EAC;
SSA;BG;361-02-21;;;Politique d'éducation artistique et culturelle (dominante jeunes);Politique d'éducation art;
SSA;BG;361-02-25;;;Soutien à la transition et à l'innovation numériques;Soutien à la transition e;
SSA;BG;361-02-27;;;Sécurisation des sites et évènements culturels;sécurisation sites;
SSA;BG;361-02-22;;;Politiques en faveur des publics en situation spécifique  (dominante adultes);Politiques en faveur des ;
SSA;BG;361-02-23;;;Politiques territoires et cohésion sociale (dominante adultes);Politiques territoires et;
SSA;BG;361-02-24;;;Soutien aux pratiques amateurs;Soutien aux pratiques ama;
SSA;BG;361-02-26;;;Pass Culture Jeunes;Pass Culture Jeunes;
ACT;BG;361-01;;;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;Soutien Ets ens sup;
SSA;BG;361-01-07;;;Enseignement supérieur, insertion et formation professionnelle en matière de spectacle vivant (CPER);Ens sup form° pro SV CPER;
SSA;BG;361-01-14;;;Enseignement supérieur, insertion et formation professionnelle en matière d'arts plastiques (CPER);Ens sup form° pro AP CPER;
SSA;BG;361-01-23;;;Enseignement supérieur, insertion et formation professionnelle en matière d'art plastique (hors CPER);Ens sup frm° pro AP HCPER;
SSA;BG;361-01-21;;;Enseignement supérieur, insertion et formation professionnelle en matière de patrimoine;Ens sup form° pro Pat;
SSA;BG;361-01-22;;;Enseignement supérieur, insertion et formation professionnelle en matière de spectacle vivant (hors CPER);Ens sup frm° pro SV HCPER;
SSA;BG;361-01-24;;;Soutien aux autres établissements d'enseignement supérieur;Soutien autr Ets ens sup;
SSA;BG;361-01-19;;;Bourses et aides;Bourses et aides;
ACT;BG;361-04;;;Recherche culturelle et culture scientifique et technique;Recherche culturelle;
SSA;BG;361-04-01;;;Culture scientifique et technique;Culture scient et tech;
SSA;BG;361-04-10;;;Recherche en faveur des patrimoines;Rech Patrimoine;
SSA;BG;361-04-11;;;Recherche en faveur de la création;Rech Création;
SSA;BG;361-04-12;;;Recherche pluridisciplinaire;Rech pluridisciplinaire;
ACT;BG;361-03;;;Langue française et langues de France;Langue française et langu;
SSA;BG;361-03-01;;;Politique linguistique;Politique linguistique;
MSN;BG;AD;;;Aide publique au développement;AidePubliquDev;"La mise en oeuvre de la politique de développement et de solidarité internationale repose en particulier sur les crédits budgétaires de la mission interministérielle ""Aide publique au développement"" qui regroupe les crédits du programme 110 ""Aide économique et financière au développement"" piloté par le ministère de l'Economie, des Finances et de la Relance et du programme 209 ""Solidarité à l'égard des pays en développement"" piloté par le ministère de l'Europe et des Affaires étrangères. 
Ces deux programmes contribuent à la mise en oeuvre des objectifs stratégiques de la politique française d'aide, en particulier la concentration sur les pays prioritaires (PMA et pays fragiles) et sur les cinq priorités du CICID (éducation, santé, égalité femmes/hommes, climat/environnement, crises et fragilités). Les crédits transitent par les trois canaux suivants : la coopération bilatérale (aide directe à un pays partenaire), la coopération européenne et la coopération multilatérale (organisations internationales)."
PGM;BG;209;AD;1;Solidarité à l'égard des pays en développement;Sol.Pays en Dev;Le programme 209 met en œuvre les moyens budgétaires au titre de l’engagement international de la France à lutter contre la pauvreté, réduire les inégalités, investir dans les biens publics mondiaux et protéger la planète, dans le cadre de la loi du 7 juillet 2014 d’orientation et de programmation relative au développement et à la solidarité internationale (LOP-DSI). Le projet de budget du programme en 2021 s’inscrit dans la lignée des conclusions du CICID du 8 février 2018, en mettant l’accent sur les crédits dédiés à l’aide humanitaire via trois canaux : l’aide alimentaire programmée, la gestion et la sortie de crise et que les contributions multilatérales. Parmi les autres thématiques prioritaires, une attention particulière est portée sur la santé, via notamment la contribution au FMSTP, ainsi qu’à l’éducation, avec la reconstitution du PME. Enfin, les CP du don projet de l’AFD s’élèvent à 617 M€, tandis que ceux transitant par les ONG s’établissent à 115 M€.
ACT;BG;209-05;;;Coopération multilatérale;Coopération multilatérale;
ACT;BG;209-02;;;Coopération bilatérale;Coopération bilatérale;
ACT;BG;209-08;;;"Dépenses de personnels concourant au programme ""Solidarité à l'égard des pays en développement""";Dép.pers.solidar.pays dév;
